xDLNMID,xtEIND,xtConditi,nQ1,iQ2,nQ3,nQ4,iQ5,nQ6,nQ7,nQ8,nQ9,nQ10,mQ11_1,mQ11_2,mQ11_3,mQ11_4,mQ11_5,mQ11_6,mQ11_7,mQ11_8,mQ11_9,mQ11_10,mQ11_11,mQ11_12,mQ11_13,mQ11_99999997,mQ12_1,mQ12_2,mQ12_3,mQ12_4,mQ12_5,mQ12_6,mQ12_7,mQ12_8,mQ12_9,mQ12_10,mQ12_11,mQ12_12,mQ12_13,mQ12_14,mQ12_99999997,mQ13_1,mQ13_2,mQ13_3,mQ13_4,mQ13_5,mQ13_6,mQ13_7,mQ13_8,mQ13_9,mQ13_10,mQ13_11,mQ13_12,mQ13_13,mQ13_14,mQ13_15,mQ13_16,mQ13_99999997,iQ14,nQ15,nQ16,iQ17,iQ18_1,iQ18_2,iQ18_3,iQ18_4,iQ18_5,iQ18_6,iQ18_7,iQ18_8,iQ18_9,iQ18_10,iQ18_11,iQ18_12,iQ18_13,iQ18_14,iQ18_15,iQ18_16,iQ18_17,iQ18_18,iQ18_19,iQ18_20,iQ18_21,iQ18_22,iQ18_23,nQ19,iQ20,iQ21,nQ22,iQ23,nQ24,xAge,nAgeCat,nGender,xHighLevEdu,nEduLev,xIncome,nIncCat,nProv,nRegion,nShoopResp,wwighfact,nGen,nAg,nEdu,nReg
288152334,11/24/2019 23:01:01,Qualified,Green Left,Likely,1 car,No,I don't know,Myself,10.000-19.999,50-99 km,Several times biannually,Public road,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,I don't know,No,I don't know,Good,Totally disagree,Mostly disagree,Mostly disagree,Neutral,Mostly disagree,Mostly disagree,I don't know,Mostly disagree,Mostly disagree,I don't know,Neutral,Mostly agree,Mostly disagree,Mostly disagree,Mostly agree,I don't know,Mostly disagree,I don't know,I don't know,Mostly agree,I don't know,I don't know,I don't know,"Organisations like ADAC (DE), FDM (DK), Magyar Autoklub (HU), ANWB (NL), NAF or Norsk Elbilforening (NO)",Did not change,Did not change,1 person,No people,€35.000 - €49.999,31,25 - 34,Woman,"Master HBO/WO, post-doctoral",High,Average,Average,Zuid-Holland,3 large municipalities,Myself,.699312039731817,Woman,30 - 39,High,3 large municipalities
288152335,11/27/2019 15:25:45,Qualified,CDA,Likely,1 car,No,I don't know,Equally shared in decision makings,20.000-29.999,I don't know,1-3 times per week,Own parking space in  shared common area,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Neutral,No,"If I had an EV, it would be my only car",Neutral,Mostly disagree,Mostly disagree,Neutral,Mostly disagree,Mostly disagree,Mostly agree,Neutral,Mostly agree,Mostly disagree,I don't know,Mostly agree,Mostly agree,Mostly agree,Mostly disagree,Mostly agree,Mostly agree,Mostly disagree,Mostly agree,I don't know,Mostly agree,Mostly disagree,Mostly agree,Mostly agree,Car dealer(s),Did not change,Did not change,2 people,No people,I'd rather not say,61,55 - 70,Man,"MBO-2,-3,-4/MBO vbefore 1998",Middle,Prefer not to say,Unknown,Utrecht,West,My partner,1.24267553290349,Man,60 - 70,Middle,West
288152336,11/25/2019 16:14:27,Qualified,Christian Union,Likely,1 car,No,I don't know,Myself,40.000-49.999,10-19 km,Several times biannually,Own parking space in  shared common area,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mostly agree,No,"If I had an EV, it would be my only car",Neutral,Mostly disagree,I don't know,I don't know,Mostly agree,I don't know,Mostly agree,Neutral,Neutral,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Mostly agree,Mostly agree,I don't know,Mostly agree,Mostly agree,I don't know,I don't know,I don't know,"Newsarticles (newspapers, tv and websites)",Did not change,Did not change,3 people or more,No people,€20.000 - €34.999,57,45 - 54,Man,VMBO (professionally-oriented)/MBO-1,Low,Below average,Below average,Noord-Brabant,South,Myself,.41088148567469,Man,50 - 59,Low,South
288152345,11/28/2019 6:04:13,Qualified,VVD,Very likely,0 cars,No,No people,Myself,Less than 1.000 km,Less than 10 km,Several times biannually,Other,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mostly agree,No,"If I had an EV, it would be my only car",Very good,Mostly disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Mostly agree,Mostly disagree,Totally disagree,Totally disagree,I don't know,I don't know,Mostly disagree,Mostly agree,Totally disagree,Mostly agree,Mostly agree,Totally disagree,I don't know,I don't know,Mostly agree,Mostly disagree,I don't know,Mostly agree,Car manufacturer(s),Did not change,More positive,2 people,No people,€19.999 or less,31,25 - 34,Man,"Master HBO/WO, post-doctoral",High,Below average,Below average,Overijssel,East,Both in equal measure,1.08024073835917,Man,30 - 39,High,East
288152346,11/23/2019 21:30:21,Qualified,VVD,Likely,2 cars,No,4 people or more,Myself,I don't know,200 km or more,4-5 times per week or more often,Public road,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Neutral,Yes,"If I had an EV, it would be a supplement to a petrol or diesel car",Good,Neutral,Mostly agree,Neutral,Mostly disagree,Mostly disagree,Neutral,Neutral,Mostly agree,Neutral,Mostly agree,Mostly agree,Neutral,Neutral,Neutral,Mostly agree,Neutral,Neutral,Mostly agree,Neutral,Neutral,Neutral,Mostly agree,Neutral,Car dealer(s),More positive,More positive,2 people,4 people,I'd rather not say,34,25 - 34,Man,Bachelor HBO/WO,High,Prefer not to say,Unknown,Gelderland,East,Both in equal measure,1.08024073835917,Man,30 - 39,High,East
288152348,11/26/2019 14:50:24,Qualified,PvdA,I don't know,2 cars,No,No people,Equally shared in decision makings,10.000-19.999,40-49 km,1 time per year,Public road,Mentioned,Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Neutral,No,I would never buy an EV,I don't know,Neutral,I don't know,I don't know,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,I don't know,I don't know,I don't know,I don't know,I don't know,Mostly agree,I don't know,Mostly agree,I don't know,"Organisations like ADAC (DE), FDM (DK), Magyar Autoklub (HU), ANWB (NL), NAF or Norsk Elbilforening (NO)",Did not change,More negative,1 person,1 person,€20.000 - €34.999,54,45 - 54,Man,"MBO-2,-3,-4/MBO vbefore 1998",Middle,Average,Average,Limburg,South,Both in equal measure,.444944479328541,Man,50 - 59,Middle,South
288152349,11/26/2019 13:22:17,Qualified,PVV,Likely,2 cars,No,2 people,Equally shared in decision makings,10.000-19.999,50-99 km,Rare/never,Own driveway/carport/garage,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mostly agree,No,"If I had an EV, it would be a supplement to a petrol or diesel car",Neutral,Mostly disagree,I don't know,I don't know,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Totally agree,I don't know,I don't know,Totally agree,I don't know,Mostly agree,Neutral,Mostly agree,Mostly agree,Totally agree,Totally agree,Totally agree,Totally agree,I don't know,Totally agree,I don't know,"Family, friends, colleagues",Did not change,Did not change,2 people,No people,€35.000 - €49.999,53,45 - 54,Man,"MBO-2,-3,-4/MBO vbefore 1998",Middle,Between 1 and 2 times average,Above average,Limburg,South,Both in equal measure,.55699438213204,Man,50 - 59,Middle,South
288152374,11/25/2019 22:30:24,Qualified,Christian Union,Likely,1 car,No,3 people,Myself,30.000-39.999,40-49 km,1 time per month,Own driveway/carport/garage,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Neutral,No,"If I had an EV, it would be a supplement to a petrol or diesel car",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Mostly disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Car dealer(s),Did not change,Did not change,2 people,2 people,€50.000 - €64.999,27,18 - 24,Woman,"MBO-2,-3,-4/MBO vbefore 1998",Middle,Between 1 and 2 times average,Above average,Zuid-Holland,West,Myself,.374563699930735,Woman,18 - 29,Middle,West
288152375,11/25/2019 15:56:08,Qualified,PvdA,Neither/nor,1 car,"Yes, electric car(s)",2 people,Other(s) in the household,40.000-49.999,50-99 km,1 time biannually,Other,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Neutral,Yes,"If I had an EV, it would be a supplement to a petrol or diesel car",Neutral,Neutral,Mostly disagree,Mostly agree,Mostly agree,Mostly agree,Neutral,Neutral,Neutral,Neutral,Mostly disagree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,"Social media (e.g. Twitter, Facebook, Instagram etc.)",More positive,More positive,1 person,2 people,€65.000 - €79.999,30,25 - 34,Woman,"MBO-2,-3,-4/MBO vbefore 1998",Middle,Below average,Below average,Zuid-Holland,West,Myself,.55797124289759,Woman,30 - 39,Middle,West
288152379,11/28/2019 13:01:42,Qualified,VVD,Likely,1 car,No,No people,Myself,10.000-19.999,50-99 km,1 time biannually,Public road,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mostly disagree,No,"If I had an EV, it would be my only car",Neutral,Mostly disagree,Neutral,Neutral,Mostly agree,Neutral,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Car manufacturer(s),More positive,Did not change,1 person,1 person,€20.000 - €34.999,30,25 - 34,Woman,"MBO-2,-3,-4/MBO vbefore 1998",Middle,Below average,Below average,Zuid-Holland,West,Myself,1.35464826604988,Woman,30 - 39,Middle,West
288152388,11/23/2019 12:32:18,Qualified,VVD,Very likely,1 car,No,1 person,Myself,50.000 or more,200 km or more,4-5 times per week or more often,Own parking space in  shared common area,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Totally agree,No,"If I had an EV, it would be my only car",Good,Totally agree,Neutral,Mostly disagree,Mostly disagree,Neutral,Mostly disagree,Mostly disagree,Mostly disagree,Neutral,Mostly disagree,Mostly disagree,Mostly disagree,Mostly disagree,Mostly disagree,Mostly disagree,Neutral,Mostly disagree,Mostly disagree,Mostly disagree,Totally disagree,Mostly disagree,Mostly disagree,Mostly disagree,"Newsarticles (newspapers, tv and websites)",More positive,More positive,2 people,2 people,€80.000 - €94.999,35,25 - 34,Man,Bachelor HBO/WO,High,More than 2 times average,Above average,Noord-Brabant,South,Myself,1.18972676406961,Man,30 - 39,High,South
288152389,11/26/2019 12:00:09,Qualified,Christian Union,Very likely,1 car,No,1 person,Myself,20.000-29.999,50-99 km,Several times biannually,Own driveway/carport/garage,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Totally agree,No,"If I had an EV, it would be my only car",Good,Mostly disagree,Mostly disagree,Mostly disagree,Mostly agree,Neutral,Mostly disagree,Mostly agree,Neutral,Mostly disagree,I don't know,Mostly disagree,I don't know,Mostly disagree,Mostly disagree,I don't know,I don't know,Mostly disagree,Neutral,I don't know,Mostly agree,Mostly disagree,Mostly disagree,Mostly disagree,Car dealer(s),More negative,More positive,2 people,2 people,€50.000 - €64.999,43,35 - 44,Man,Bachelor HBO/WO,High,Between 1 and 2 times average,Above average,Noord-Brabant,South,Myself,.701532395408965,Man,40 - 49,High,South
288152392,11/28/2019 18:12:06,Qualified,Don't know,Likely,1 car,No,No people,Myself,10.000-19.999,I don't know,I don't know,Other,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,I don't know,No,I would never buy an EV,I don't know,I don't know,Mostly agree,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Car dealer(s),Did not change,Did not change,1 person,No people,I'd rather not say,43,35 - 44,Woman,"MBO-2,-3,-4/MBO vbefore 1998",Middle,Prefer not to say,Unknown,Noord-Brabant,South,Myself,1.28249535172489,Woman,40 - 49,Middle,South
288152409,11/23/2019 12:46:42,Qualified,Don't know,Unlikely,1 car,No,No people,Equally shared in decision makings,I don't know,50-99 km,4-5 times per week or more often,Public road,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Neutral,No,"If I had an EV, it would be my only car",Bad,Neutral,Mostly disagree,I don't know,Mostly disagree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly disagree,Neutral,Neutral,Mostly agree,Mostly agree,Neutral,Mostly agree,Mostly agree,Mostly agree,Mostly agree,I don't know,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Car dealer(s),Did not change,Did not change,2 people,2 people,I'd rather not say,41,35 - 44,Woman,Havo/VWO,Middle,Prefer not to say,Unknown,Noord-Brabant,South,Myself,1.8742363781727,Woman,40 - 49,Middle,South
288152415,11/25/2019 16:59:07,Qualified,D66,Likely,2 cars,No,No people,Equally shared in decision makings,40.000-49.999,100-199 km,2-4 times per month,Own driveway/carport/garage,Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mostly disagree,No,"If I had an EV, it would be a supplement to a petrol or diesel car",Very good,Mostly disagree,Totally disagree,Mostly disagree,Mostly disagree,Mostly agree,Mostly agree,Mostly disagree,Mostly disagree,Mostly disagree,Mostly disagree,Totally agree,Mostly agree,Mostly disagree,Mostly agree,Mostly disagree,Totally agree,Mostly disagree,Mostly disagree,Mostly disagree,Mostly agree,Mostly agree,Totally agree,Mostly agree,"Family, friends, colleagues",Did not change,More positive,2 people,2 people,€65.000 - €79.999,36,25 - 34,Man,"Master HBO/WO, post-doctoral",High,Between 1 and 2 times average,Above average,Gelderland,East,Both in equal measure,1.01760891567998,Man,30 - 39,High,East
