NMID,tEND,tConditi,Country,Gender,RegionGermany,PunchRegionGermany,RegionHungary,PunchRegionHungary,RegionNorway,PunchRegionNorway,RegionDenmark,EducationGermany,EducationHungary,EducationNorway,EducationDenmark,Edu,PoliticsGermany,PoliticsGermanyt,PoliticsHungary,PoliticsHungaryt,PoliticsNorway,PoliticsDenmark,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_99999997,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_13,Q12_14,Q12_99999997,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q13_13,Q13_14,Q13_15,Q13_16,Q13_99999997,Q14,Q15,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9,Q18_10,Q18_11,Q18_12,Q18_13,Q18_14,Q18_15,Q18_16,Q18_17,Q18_18,Q18_19,Q18_20,Q18_21,Q18_22,Q18_23,Q19,Q20,Q21,Q16a,Q16b,Q16bt,Price,Q22,Q23,Q24,lft,Lftcat,wgrim
297288557,5/3/2020,1,6,2,11,4, , , , , ,5, , , ,2,1,0, , , , ,1,3,4,2,3,5,2,3,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1,2,2,3,4,2,3,99999997,99999997,2,3,4,2,4,1,1,3,3,99999997,3,1,3,2,99999997,2,1,4,3,3,4,4,0,25000,2,1,5,56,5,1.21204154527871
297288558,5/3/2020,1,6,2,1,5, , , , , ,2, , , ,1,11,0, , , , ,2,4,99999997,1,3,3,2,4,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,3,4,1,1,1,3,3,99999997,99999997,1,3,99999997,5,99999997,5,5,1,1,1,1,1,99999997,1,1,1,1,1,5,4,6,0,25000,3,2,3,45,4,2.09923802298284
297288559,5/3/2020,1,6,1,1,5, , , , , ,2, , , ,1,5,0, , , , ,5,1,4,1,1,99999997,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,5,4,4,4,4,4,4,3,4,3,4,3,3,4,3,3,4,3,3,4,3,3,3,2,3,3,3,3,0,15000,1,1,1,46,4,.595455981392708
297288560,5/3/2020,1,6,1,4,3, , , , , ,5, , , ,2,2,0, , , , ,2,2,99999997,2,1,3,1,5,4,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,3,2,3,3,2,3,4,3,2,2,2,1,2,2,1,1,2,3,1,1,1,1,2,1,3,2,1,5,3,3,3,6,0,15000,1,2,2,55,5,1.29955825230857
297288561,5/3/2020,1,6,2,2,5, , , , , ,2, , , ,1,11,0, , , , ,2,3,4,1,2,4,4,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,3,99999997,2,2,2,3,2,2,3,3,2,3,3,4,3,4,3,3,3,3,2,3,2,3,3,8,3,5,4,3,0,25000,3,2,4,56,5,2.10004389994942
297288562,5/3/2020,1,6,2,2,5, , , , , ,5, , , ,2,3,0, , , , ,2,3,4,2,3,4,5,99999997,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,2,1,4,4,4,99999997,5,99999997,99999997,2,2,99999997,99999997,99999997,99999997,2,2,99999997,2,4,2,99999997,2,4,2,2,4,3,4,3,3,0,15000,3,1,3,53,4,.688798249753698
297288563,5/3/2020,1,6,2,9,2, , , , , ,6, , , ,3,3,0, , , , ,1,2,4,1,1,8,6,6,3,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,3,2,3,2,4,2,3,3,4,2,4,2,3,4,3,3,2,3,4,2,4,2,1,1,4,2,3,4,2,2,2,5,0,7500,2,1,2,66,5,.60655919208204
297288564,5/3/2020,1,6,1,10,4, , , , , ,5, , , ,2,1,0, , , , ,1,2,4,2,1,4,3,5,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,4,4,3,3,4,4,4,2,4,4,2,4,4,4,3,4,4,3,4,2,3,2,3,6,2,2,4,2,0,25000,2,2,5,38,3,1.22640312159092
297288565,5/3/2020,1,6,2,15,2, , , , , ,5, , , ,2,11,0, , , , ,4,2,4,1,1,3,1,6,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,99999997,2,3,5,3,99999997,99999997,2,99999997,1,2,4,1,99999997,1,1,1,1,1,1,1,1,1,1,1,1,99999997,5,3,3,2,1,0,7500,1,1,1,38,3,1.6939747298225
297288566,5/3/2020,1,6,2,1,5, , , , , ,3, , , ,2,4,0, , , , ,2,2,4,1,1,2,1,8,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2,2,1,2,4,3,2,3,99999997,99999997,2,4,4,99999997,2,99999997,2,4,2,99999997,4,2,99999997,1,2,2,99999997,1,3,3,3,1,0,15000,2,1,2,48,4,.84333906794091
297288567,5/3/2020,1,6,2,15,2, , , , , ,2, , , ,1,11,0, , , , ,1,2,4,1,1,1,2,5,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,2,1,1,4,3,4,3,2,2,2,2,3,3,2,2,2,3,99999997,99999997,4,4,4,2,99999997,2,3,4,3,2,1,1,0,4000,1,1,1,40,3,1.52719298849518
297288568,5/3/2020,1,6,2,3,3, , , , , ,2, , , ,1,3,0, , , , ,5,2,4,1,1,3,1,8,4,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,3,99999997,1,3,3,3,3,3,3,5,4,3,3,2,2,3,2,3,2,1,3,2,99999997,99999997,2,4,3,3,3,99999996,Mini suv,15000,1,1,1,67,5,.592515724648311
297288569,5/3/2020,1,6,2,1,5, , , , , ,5, , , ,2,3,0, , , , ,2,2,4,3,3,8,6,4,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,2,1,3,4,4,4,4,4,2,2,3,3,3,2,99999997,2,3,2,99999997,4,2,99999997,2,99999997,99999997,2,1,3,3,1,2,0,4000,2,3,3,29,2,.621465079106463
297288570,5/3/2020,1,6,1,9,2, , , , , ,7, , , ,3,2,0, , , , ,1,4,4,1,3,4,5,3,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,1,2,4,4,4,3,3,3,2,4,3,4,4,3,3,4,3,3,4,3,2,2,3,2,2,1,3,2,5,2,0,45000,3,1,8,59,5,1.19937793169793
297288571,5/3/2020,1,6,1,1,5, , , , , ,5, , , ,2,4,0, , , , ,4,2,4,1,1,2,1,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,3,99999997,3,2,3,3,3,2,2,3,4,4,4,3,3,3,4,2,3,3,3,3,3,3,4,3,3,9, , , ,1,1,1,53,4,.918730774283395
297288572,5/3/2020,1,6,1,6,2, , , , , ,2, , , ,1,2,0, , , , ,5,1,4,1,2,99999997,99999997,8,99999997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,5,5,5,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,4,5,3,99999997,0, ,2,1,1,44,3,.85766806597216
297288573,5/3/2020,1,6,1,12,4, , , , , ,8, , , ,3,2,0, , , , ,1,2,4,1,1,5,6,3,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,2,1,2,3,4,4,2,99999997,2,2,4,4,4,4,2,4,5,2,2,2,2,3,2,2,99999997,3,3,3,2,3,2,0,15000,1,1,7,58,5,1.71447468546875
297288574,5/3/2020,1,6,2,16,1, , , , , ,4, , , ,2,6,0, , , , ,1,2,4,2,3,3,3,5,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,2,4,4,99999997,4,4,3,4,4,4,3,99999997,99999997,2,4,99999997,3,4,4,99999997,2,2,4,2,2,3,2,2,1,0,7500,2,1,2,30,2,.35348010542318
297288576,5/3/2020,1,6,1,9,2, , , , , ,5, , , ,2,1,0, , , , ,1,4,4,3,1,4,3,4,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,2,2,1,2,4,4,5,4,4,2,2,4,4,4,2,2,2,4,4,4,4,2,4,2,2,2,2,4,4,2,5,3,0,45000,3,1,6,31,2,.912508606276411
297288577,5/3/2020,1,6,2,7,1, , , , , ,4, , , ,2,10,0, , , , ,4,3,99999997,1,3,6,2,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99999997,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,9, , , ,1,1,6,67,5,.996806838487291
297288578,5/3/2020,1,6,2,14,3, , , , , ,3, , , ,2,5,0, , , , ,1,2,4,3,1,4,3,2,4,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,2,1,1,5,5,5,3,3,3,2,5,5,5,5,1,5,5,3,3,4,2,4,3,4,99999997,99999997,7,1,1,2,7,0,7500,1,2,1,47,4,.578270164478336
297288579,5/3/2020,1,6,1,1,5, , , , , ,8, , , ,3,3,0, , , , ,2,2,99999997,3,1,4,4,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,2,5,4,0,45000,2,3,4,33,2,.814372178263415
297288580,5/3/2020,1,6,1,2,5, , , , , ,8, , , ,3,7,0, , , , ,1,2,3,2,1,4,2,2,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,4,4,4,3,2,2,3,4,4,4,4,4,4,5,2,2,2,3,4,4,4,3,2,5,4,2,4,4,0,25000,2,1,3,33,2,1.02005122954622
297288581,5/3/2020,1,6,1,9,2, , , , , ,5, , , ,2,1,0, , , , ,1,3,4,1,1,3,2,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,2,2,2,2,4,4,4,4,3,3,3,4,4,4,2,3,3,4,2,3,4,2,3,2,3,4,3,5,3,2,3,6,0,15000,2,2,6,50,4,.923340399566157
297288582,5/3/2020,1,6,2,2,5, , , , , ,5, , , ,2,7,0, , , , ,1,3,4,1,3,5,6,7,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,2,2,5,5,5,4,99999997,1,5,4,4,2,2,99999997,2,2,2,1,99999997,99999997,99999997,1,2,1,2,1,3,3,3,2,0,15000,2,1,4,42,3,.783030324362412
297288583,5/3/2020,1,6,2,10,4, , , , , ,3, , , ,2,5,0, , , , ,1,2,4,3,1,5,6,4,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,5,3,99999997,5,99999997,99999997,2,2,4,5,5,1,4,3,2,1,5,1,4,1,3,99999997,99999997,5,2,2,5,5,0,45000,1,2,1,48,4,.694698551863287
297288584,5/3/2020,1,6,2,7,1, , , , , ,6, , , ,3,5,0, , , , ,4,2,2,2,1,5,4,4,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,1,1,2,2,2,3,1,1,2,2,1,2,1,1,2,2,1,2,1,1,1,1,1,2,1,2,4,2,1,5,3,0,45000,2,3,4,19,1,.750139509570115
297288585,5/3/2020,1,6,1,6,2, , , , , ,3, , , ,2,9,0, , , , ,1,2,4,1,1,5,7,1,3,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,1,2,4,3,3,3,3,2,4,2,4,2,2,4,1,2,2,1,2,1,1,1,5,1,2,5,3,3,2,3,0,7500,1,1,1,60,5,.906046937429761
297288586,5/3/2020,1,6,2,3,3, , , , , ,5, , , ,2,5,0, , , , ,1,2,4,1,3,4,1,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,2,1,2,3,3,3,4,4,2,2,2,2,3,2,2,2,5,1,1,2,1,99999997,2,99999997,1,1,4,3,3,4,6,0,25000,2,1,4,61,5,.578492156744534
297288587,5/3/2020,1,6,1,6,2, , , , , ,8, , , ,3,3,0, , , , ,2,2,2,3,1,3,2,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,2,2,2,1,2,2,1,3,2,2,1,2,2,1,2,2,1,2,3,2,1,1,2,1,2,2,2,2,2,2,0,7500,2,1,1,39,3,.613746360012785
297288589,5/3/2020,1,6,2,10,4, , , , , ,5, , , ,2,1,0, , , , ,1,2,4,99999997,1,4,4,3,2,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,2,4,2,4,4,2,99999997,2,4,3,99999997,5,2,1,5,3,2,99999997,5,1,4,4,3,3,2,2,0,7500,1,1,2,23,1,1.33251352713212
297288590,5/3/2020,1,6,2,2,5, , , , , ,7, , , ,3,3,0, , , , ,1,2,4,2,1,4,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,3,5,1,1,1,4,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,8,3,4,4,1,0,25000,1,1,3,43,3,.68651375576027
297288591,5/3/2020,1,6,2,15,2, , , , , ,4, , , ,2,6,0, , , , ,2,2,2,4,3,3,2,6,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2,1,1,2,3,4,3,2,3,99999997,2,4,99999997,4,99999997,2,2,4,2,2,2,2,99999997,2,2,99999997,2,5,3,2,4,5,0,25000,2,1,3,44,3,.278225946699761
297288592,5/3/2020,1,6,1,13,3, , , , , ,4, , , ,2,1,0, , , , ,1,4,3,5,1,8,8,2,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,2,1,3,2,2,2,2,2,1,1,1,1,3,3,2,1,2,2,2,2,2,3,1,3,1,1,1,5,3,0,45000,2,6,7,21,1,1.24468359516886
297288593,5/3/2020,1,6,2,10,4, , , , , ,2, , , ,1,9,0, , , , ,5,1,4,99999997,99999997,99999997,99999997,99999997,99999997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99999997,99999997,99999997,99999997,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,5,5,9, , , ,1,3,99999997,48,4,1.00479205897902
297288594,5/3/2020,1,6,2,2,5, , , , , ,5, , , ,2,4,0, , , , ,2,3,4,1,3,5,6,5,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,3,5,1,99999997,99999997,99999997,99999997,99999997,99999997,2,99999997,99999997,99999997,99999997,1,1,1,1,1,1,99999997,99999997,99999997,1,1,2,3,4,3,4,0,15000,2,1,5,58,5,.843662817569311
297288595,5/3/2020,1,6,2,9,2, , , , , ,6, , , ,3,9,0, , , , ,1,2,4,2,1,2,1,3,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,2,4,4,3,4,99999997,3,2,3,3,3,2,3,3,2,2,3,4,3,2,2,3,3,4,2,3,3,4,1,0,25000,2,1,6,30,2,.772517968233105
297288596,5/3/2020,1,6,1,1,5, , , , , ,4, , , ,2,2,0, , , , ,2,2,4,1,2,3,3,3,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,3,3,4,4,3,3,3,3,4,4,4,4,2,3,3,3,4,2,2,2,2,4,2,2,4,3,0,25000,3,2,3,33,2,1.26231064540964
297288597,5/3/2020,1,6,1,10,4, , , , , ,5, , , ,2,1,0, , , , ,1,3,2,2,1,3,3,6,2,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,2,1,2,1,4,4,99999997,2,99999997,4,1,4,3,4,3,99999997,2,4,3,2,3,2,1,1,99999997,99999997,99999997,4,2,2,4,1,0,25000,1,1,3,57,5,1.40795034051531
297288598,5/3/2020,1,6,1,2,5, , , , , ,3, , , ,2,2,0, , , , ,3,2,4,99999997,1,7,3,2,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,3,2,3,3,2,2,3,2,1,1,2,3,2,1,3,3,2,3,2,2,3,3,3,1,1,2,2,3,1,2,6,5,0,75000,2,3,6,44,3,1.1868272229753
297288599,5/3/2020,1,6,2,10,4, , , , , ,3, , , ,2,1,0, , , , ,1,3,4,1,1,5,4,3,2,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,2,2,2,2,5,5,99999997,3,99999997,2,5,3,3,5,5,2,3,5,2,5,2,1,2,1,99999997,99999997,4,4,3,2,3,3,0,15000,3,3,2,51,4,1.21157643292372
297288600,5/3/2020,1,6,2,13,3, , , , , ,3, , , ,2,11,0, , , , ,2,2,4,1,1,3,3,4,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,4,99999997,5,4,99999997,99999997,3,2,3,99999997,99999997,2,2,2,99999997,99999997,4,2,4,3,4,99999997,99999997,5,3,3,2,1,0,7500,1,3,1,36,3,2.01565566249913
297288601,5/3/2020,1,6,1,12,4, , , , , ,8, , , ,3,6,0, , , , ,1,2,1,2,1,8,7,1,4,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,5,4,3,2,3,4,3,5,3,3,4,1,2,4,1,3,2,5,1,2,1,4,2,1,2,5,3,0,45000,2,4,4,31,2,.518102937520917
297288602,5/3/2020,1,6,1,2,5, , , , , ,4, , , ,2,2,0, , , , ,2,3,4,5,1,5,6,3,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,5,3,4,2,3,4,1,3,4,2,4,3,4,2,2,1,3,2,3,1,4,2,2,2,2,4,7,0,25000,2,4,5,41,3,1.1868272229753
297288603,5/3/2020,1,6,1,6,2, , , , , ,3, , , ,2,6,0, , , , ,1,2,4,2,1,4,2,3,2,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,3,2,1,2,5,5,4,2,4,1,2,2,5,3,2,1,1,2,3,1,3,2,4,1,1,1,1,8,3,2,3,99999996,VW T5 Caravelle/Kombi,15000,2,2,3,48,4,.333961330197289
297288604,5/3/2020,1,6,1,13,3, , , , , ,7, , , ,3,5,0, , , , ,5,2,4,1,3,2,1,8,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,1,5,3,3,5,4,4,2,3,3,2,2,3,1,4,3,99999997,4,1,4,1,2,2,1,4,3,3,5,5,0,45000,2,1,5,64,5,.737967139239402
297288605,5/3/2020,1,6,2,7,1, , , , , ,5, , , ,2,1,0, , , , ,2,2,4,1,1,4,3,5,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,3,5,1,1,1,3,1,1,3,1,1,99999997,1,1,3,4,1,1,1,1,1,2,99999997,1,99999997,2,3,3,5,2,0,45000,1,1,4,46,4,1.08319322847299
297288606,5/3/2020,1,6,1,8,2, , , , , ,8, , , ,3,3,0, , , , ,2,2,1,1,1,5,4,2,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,3,5,1,2,1,3,3,2,2,2,1,1,1,1,3,3,1,3,2,3,3,1,99999997,1,2,8,1,5,5,6,0,45000,1,1,4,32,2,.652781254783944
297288607,5/3/2020,1,6,2,10,4, , , , , ,5, , , ,2,11,0, , , , ,5,1,4,1,99999997,99999997,99999997,8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,2,1,99999997,3,3,99999997,3,99999997,99999997,99999997,3,3,99999997,1,3,1,3,1,1,99999997,1,99999997,99999997,99999997,99999997,99999997,5,3,3,99999997, , , ,1,1,1,56,5,2.66907728479975
297288608,5/3/2020,1,6,1,1,5, , , , , ,3, , , ,2,1,0, , , , ,1,2,4,2,1,3,4,5,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,5,2,3,4,1,3,2,3,3,99999997,2,3,3,1,1,2,1,2,1,1,3,2,3,2,2,1,1,4,3,3,6,99999996,Coupe,75000,1,1,5,64,5,1.22876142032742
297288609,5/3/2020,1,6,1,6,2, , , , , ,5, , , ,2,1,0, , , , ,2,2,4,2,1,3,4,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,2,4,4,3,3,3,3,3,2,4,3,3,4,3,2,3,4,2,2,3,4,4,3,8,2,3,4,3,0,25000,1,2,4,43,3,.857942582569793
297288610,5/3/2020,1,6,2,10,4, , , , , ,5, , , ,2,99999997,0, , , , ,99999997,2,4,1,1,2,1,8,4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,2,3,3,99999997,4,99999997,4,99999997,4,4,99999997,3,4,99999997,4,99999997,99999997,99999997,4,99999997,2,2,2,3,5,3,3,1,2,0,4000,1,1,3,40,3,1.01152516318007
297288611,5/3/2020,1,6,1,9,2, , , , , ,5, , , ,2,5,0, , , , ,5,1,4,1,1,1,1,8,99999997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99999997,2,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,8,3,3,99999997, , , ,1,1,1,37,3,.491930557162468
